query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs	COG_ID
LDO37_RS12910	1517681.HW45_21475	4.47e-255	700.0	COG0082@1|root,COG0082@2|Bacteria,1MU98@1224|Proteobacteria,1RMQS@1236|Gammaproteobacteria,1XSRC@135623|Vibrionales	135623|Vibrionales	E	Catalyzes the anti-1,4-elimination of the C-3 phosphate and the C-6 proR hydrogen from 5-enolpyruvylshikimate-3-phosphate (EPSP) to yield chorismate, which is the branch point compound that serves as the starting substrate for the three terminal pathways of aromatic amino acid biosynthesis. This reaction introduces a second double bond into the aromatic ring system	aroC	GO:0000166,GO:0003674,GO:0003824,GO:0004107,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009423,GO:0009987,GO:0010181,GO:0016053,GO:0016829,GO:0016835,GO:0016838,GO:0019438,GO:0019752,GO:0032553,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046417,GO:0048037,GO:0050662,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576	4.2.3.5	ko:K01736	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R01714	RC00586	ko00000,ko00001,ko00002,ko01000	-	-	-	Chorismate_synt	COG0082
LROSL1_RS04190	1114972.AUAW01000002_gene1858	0.0	1145.0	COG4716@1|root,COG4716@2|Bacteria,1TQZ6@1239|Firmicutes,4HAYH@91061|Bacilli,3F3QX@33958|Lactobacillaceae	91061|Bacilli	S	Myosin-crossreactive antigen	l1n	-	4.2.1.53	ko:K10254	-	-	-	-	ko00000,ko01000	-	-	-	MCRA	COG4716
vnz_RS01970	953739.SVEN_0414	2.69e-178	496.0	COG2188@1|root,COG2188@2|Bacteria,2GP9R@201174|Actinobacteria	201174|Actinobacteria	K	helix_turn_helix gluconate operon transcriptional repressor	-	-	-	-	-	-	-	-	-	-	-	-	GntR	COG2188
vnz_RS30910	953739.SVEN_6203	6.62e-297	810.0	COG1249@1|root,COG1249@2|Bacteria,2GW9M@201174|Actinobacteria	201174|Actinobacteria	C	Belongs to the class-I pyridine nucleotide-disulfide oxidoreductase family	-	-	-	-	-	-	-	-	-	-	-	-	-	COG1249
EL493_RS11165	1110697.NCAST_34_02310	0.0	1790.0	COG3451@1|root,COG3451@2|Bacteria,2GM5W@201174|Actinobacteria,4FZEK@85025|Nocardiaceae	201174|Actinobacteria	U	Type IV secretory pathway, VirB4	-	-	-	-	-	-	-	-	-	-	-	-	AAA_10,DUF87,PrgI	COG3451
KZC02_RS02035	998674.ATTE01000001_gene3160	4.4e-89	326.0	COG2815@1|root,COG2815@2|Bacteria	2|Bacteria	G	serine threonine protein kinase	spk1	-	2.7.11.1	ko:K12132	-	-	-	-	ko00000,ko01000,ko01001	-	-	-	PASTA	COG2815
GCWU000246_RS05255	645512.GCWU000246_01186	6.11e-281	768.0	COG0683@1|root,COG0683@2|Bacteria	2|Bacteria	E	ABC-type branched-chain amino acid transport systems, periplasmic component	-	-	-	ko:K01999	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	Peripla_BP_6	COG0683
YML100W	4932.YML100W	0.0	2137.0	COG1877@1|root,KOG1050@2759|Eukaryota,38CEK@33154|Opisthokonta,3NU3V@4751|Fungi,3QK24@4890|Ascomycota,3RRMA@4891|Saccharomycetes,3RYI4@4893|Saccharomycetaceae	4751|Fungi	G	to Saccharomyces cerevisiae TSL1 (YML100W) and TPS3 (YMR261C)	TPS3	GO:0003674,GO:0003824,GO:0003825,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005946,GO:0005975,GO:0005984,GO:0005991,GO:0005992,GO:0006793,GO:0006796,GO:0006950,GO:0008150,GO:0008152,GO:0008194,GO:0009058,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016311,GO:0016740,GO:0016757,GO:0016758,GO:0016787,GO:0016788,GO:0016791,GO:0030234,GO:0032991,GO:0033554,GO:0034637,GO:0035251,GO:0042578,GO:0044237,GO:0044238,GO:0044249,GO:0044262,GO:0044424,GO:0044444,GO:0044464,GO:0046351,GO:0046527,GO:0050790,GO:0050896,GO:0051716,GO:0065007,GO:0065009,GO:0070413,GO:0071704,GO:0098772,GO:1901576,GO:1902494,GO:1990234	2.4.1.15,2.4.1.347,3.1.3.12	ko:K00697,ko:K16055,ko:K22337	ko00500,ko01100,map00500,map01100	-	R02737,R02778	RC00005,RC00017,RC00049,RC02748	ko00000,ko00001,ko01000,ko01003	-	GT20	iMM904.YMR261C,iND750.YMR261C	Glyco_transf_20,Trehalose_PPase	COG1877
YMR008C	4932.YMR008C	0.0	1280.0	KOG1325@1|root,KOG1325@2759|Eukaryota,38GBY@33154|Opisthokonta,3NUWK@4751|Fungi,3QJFV@4890|Ascomycota,3RT5B@4891|Saccharomycetes,3S0QD@4893|Saccharomycetaceae	4751|Fungi	G	to Saccharomyces cerevisiae PLB1 (YMR008C) and PLB3 (YOL011W)	PLB1	GO:0000003,GO:0000322,GO:0000323,GO:0000324,GO:0000746,GO:0000747,GO:0003674,GO:0003824,GO:0004620,GO:0004622,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005783,GO:0005886,GO:0006575,GO:0006629,GO:0006644,GO:0006650,GO:0006658,GO:0006660,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006970,GO:0008150,GO:0008152,GO:0009056,GO:0009277,GO:0009395,GO:0009405,GO:0009628,GO:0009897,GO:0009986,GO:0009987,GO:0012505,GO:0016020,GO:0016042,GO:0016298,GO:0016787,GO:0016788,GO:0019637,GO:0019953,GO:0022414,GO:0030312,GO:0031224,GO:0031225,GO:0031226,GO:0031233,GO:0031362,GO:0033554,GO:0036151,GO:0040011,GO:0042219,GO:0042597,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044000,GO:0044001,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044403,GO:0044419,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0044703,GO:0044764,GO:0046434,GO:0046470,GO:0046475,GO:0046486,GO:0046488,GO:0046503,GO:0046658,GO:0050896,GO:0051701,GO:0051704,GO:0051716,GO:0051814,GO:0051815,GO:0052126,GO:0052192,GO:0052689,GO:0071214,GO:0071470,GO:0071704,GO:0071944,GO:0097164,GO:0098552,GO:0104004,GO:1901564,GO:1901565,GO:1901575	3.1.1.5	ko:K13333	ko00564,map00564	-	-	-	ko00000,ko00001,ko01000	-	-	iMM904.YMR006C	PLA2_B	-
PSED_RS08460	675635.Psed_1662	0.0	1064.0	COG0018@1|root,COG0018@2|Bacteria,2GKQ3@201174|Actinobacteria,4E06T@85010|Pseudonocardiales	201174|Actinobacteria	J	Arginyl-tRNA synthetase	argS	GO:0003674,GO:0003824,GO:0004812,GO:0004814,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006420,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0040007,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.19	ko:K01887	ko00970,map00970	M00359,M00360	R03646	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	Arg_tRNA_synt_N,DALR_1,tRNA-synt_1d	COG0018
GO592_RS27225	37919.EP51_18985	5.21e-275	753.0	COG0183@1|root,COG0183@2|Bacteria,2GKFR@201174|Actinobacteria,4FUHK@85025|Nocardiaceae	201174|Actinobacteria	I	Thiolase, N-terminal domain	ltp2	-	-	-	-	-	-	-	-	-	-	-	Thiolase_N	COG0183
D3873_RS00765	1273538.G159_17915	1.02e-81	245.0	COG4894@1|root,COG4894@2|Bacteria,1V3WA@1239|Firmicutes,4IR1G@91061|Bacilli,26DZA@186818|Planococcaceae	91061|Bacilli	S	LURP-one-related	yxjI	-	-	-	-	-	-	-	-	-	-	-	LOR	COG4894
D3873_RS03740	1347368.HG964403_gene4415	4.74e-101	304.0	COG0564@1|root,COG0564@2|Bacteria,1TS1T@1239|Firmicutes,4HBRY@91061|Bacilli,1ZB25@1386|Bacillus	91061|Bacilli	J	Responsible for synthesis of pseudouridine from uracil	rluD	GO:0000154,GO:0000455,GO:0001522,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016853,GO:0016866,GO:0022613,GO:0031118,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:1901360	5.4.99.23,5.4.99.28,5.4.99.29	ko:K06177,ko:K06180	-	-	-	-	ko00000,ko01000,ko03009,ko03016	-	-	-	PseudoU_synth_2	COG0564
D3873_RS07260	1078085.HMPREF1210_00340	1.51e-40	145.0	2BJ57@1|root,32DEE@2|Bacteria,1V93H@1239|Firmicutes,4HK2X@91061|Bacilli,26F4U@186818|Planococcaceae	91061|Bacilli	S	Protein of unknown function (DUF1510)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1510	-
NKG37_RS00005	1408303.JNJJ01000074_gene3394	3.18e-231	650.0	COG0297@1|root,COG0297@2|Bacteria,1TQ4M@1239|Firmicutes,4HAVA@91061|Bacilli,1ZDBA@1386|Bacillus	91061|Bacilli	G	Synthesizes alpha-1,4-glucan chains using ADP-glucose	glgA	GO:0000271,GO:0003674,GO:0003824,GO:0005975,GO:0005976,GO:0005977,GO:0005978,GO:0006073,GO:0006091,GO:0006112,GO:0008150,GO:0008152,GO:0009011,GO:0009058,GO:0009059,GO:0009250,GO:0009987,GO:0015980,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044042,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0046527,GO:0055114,GO:0071704,GO:1901576	2.4.1.21	ko:K00703	ko00500,ko01100,ko01110,ko02026,map00500,map01100,map01110,map02026	M00565	R02421	RC00005	ko00000,ko00001,ko00002,ko01000,ko01003	-	GT5	-	Glyco_transf_5,Glycos_transf_1	COG0297
DGO_RS00005	745776.DGo_CA0001	0.0	888.0	COG0593@1|root,COG0593@2|Bacteria,1WIHX@1297|Deinococcus-Thermus	1297|Deinococcus-Thermus	L	it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids	dnaA	GO:0003674,GO:0003676,GO:0003677,GO:0003688,GO:0003690,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006270,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0034641,GO:0034645,GO:0043170,GO:0043565,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901576,GO:1990837	-	ko:K02313	ko02020,ko04112,map02020,map04112	-	-	-	ko00000,ko00001,ko03032,ko03036	-	-	-	Bac_DnaA,Bac_DnaA_C,DnaA_N	COG0593
BN68_RS17055	1205683.CAKR01000030_gene4149	0.0	952.0	COG1530@1|root,COG1530@2|Bacteria,1MV65@1224|Proteobacteria,1RMIW@1236|Gammaproteobacteria,41FNM@629|Yersinia	1236|Gammaproteobacteria	J	Ribonuclease E/G family	rng	GO:0003674,GO:0003824,GO:0004518,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005856,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008996,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016787,GO:0016788,GO:0022613,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:0140098,GO:1901360	-	ko:K08301	-	-	-	-	ko00000,ko01000,ko03009,ko03019	-	-	-	RNase_E_G,S1	COG1530
UNDKW_RS30245	29581.BW37_00963	2.5399999999999997e-197	566.0	COG2931@1|root,COG3469@1|root,COG3979@1|root,COG2931@2|Bacteria,COG3469@2|Bacteria,COG3979@2|Bacteria,1MUUS@1224|Proteobacteria,2VZ7V@28216|Betaproteobacteria,478V8@75682|Oxalobacteraceae	28216|Betaproteobacteria	G	Carbohydrate binding domain	-	-	3.2.1.14	ko:K01183	ko00520,ko01100,map00520,map01100	-	R01206,R02334	RC00467	ko00000,ko00001,ko01000	-	GH18	-	Glyco_hydro_18	COG2931
UNDKW_RS14990	29581.BW37_02599	2.94e-160	456.0	COG1230@1|root,COG1230@2|Bacteria,1QUZ5@1224|Proteobacteria,2WGMK@28216|Betaproteobacteria,4764Q@75682|Oxalobacteraceae	28216|Betaproteobacteria	P	Cation efflux family	zitB	-	-	ko:K16264	-	-	-	-	ko00000,ko02000	2.A.4.1	-	-	Abhydrolase_6,Cation_efflux	COG1230
MXAN_RS09040	246197.MXAN_1868	0.0	1173.0	COG5518@1|root,COG5518@2|Bacteria,1MYGZ@1224|Proteobacteria,43C68@68525|delta/epsilon subdivisions,2X4IR@28221|Deltaproteobacteria,2YZ3J@29|Myxococcales	28221|Deltaproteobacteria	S	Phage portal protein, PBSX family	-	-	-	-	-	-	-	-	-	-	-	-	Phage_portal	COG5518
MXAN_RS11815	246197.MXAN_2442	1.9e-316	862.0	COG1157@1|root,COG1157@2|Bacteria,1MUH6@1224|Proteobacteria,42M0K@68525|delta/epsilon subdivisions,2WISR@28221|Deltaproteobacteria	28221|Deltaproteobacteria	NU	PFAM H transporting two-sector ATPase alpha beta subunit central region	fliI	-	3.6.3.14	ko:K02412,ko:K03224	ko02040,ko03070,map02040,map03070	M00332,M00542,M00660	-	-	ko00000,ko00001,ko00002,ko01000,ko02035,ko02044	3.A.6.1,3.A.6.2,3.A.6.3	-	-	ATP-synt_ab,ATP-synt_ab_N	COG1157
KFE13_RS13370	639030.JHVA01000001_gene1947	0.0	1149.0	COG0577@1|root,COG0577@2|Bacteria,3Y3Z1@57723|Acidobacteria,2JKRB@204432|Acidobacteriia	204432|Acidobacteriia	V	MacB-like periplasmic core domain	-	-	-	-	-	-	-	-	-	-	-	-	FtsX,MacB_PCD	COG0577
KFE13_RS15025	639030.JHVA01000001_gene1574	1.85e-275	759.0	COG1206@1|root,COG1206@2|Bacteria,3Y2KD@57723|Acidobacteria,2JIGU@204432|Acidobacteriia	204432|Acidobacteriia	J	Catalyzes the folate-dependent formation of 5-methyl- uridine at position 54 (M-5-U54) in all tRNAs	trmFO	-	2.1.1.74	ko:K04094	-	-	-	-	ko00000,ko01000,ko03016,ko03036	-	-	-	GIDA	COG1206
B9A14_RS01175	264732.Moth_2086	9.5e-95	285.0	COG0388@1|root,COG0388@2|Bacteria,1V357@1239|Firmicutes,24GBQ@186801|Clostridia,42G0H@68295|Thermoanaerobacterales	186801|Clostridia	S	PFAM Nitrilase cyanide hydratase and apolipoprotein N-acyltransferase	-	-	3.5.1.3	ko:K13566	ko00250,map00250	-	R00269,R00348	RC00010	ko00000,ko00001,ko01000	-	-	-	CN_hydrolase	COG0388
B9A14_RS05375	264732.Moth_0886	7.89e-227	648.0	COG1293@1|root,COG1293@2|Bacteria,1TQ8A@1239|Firmicutes,248RK@186801|Clostridia,42F75@68295|Thermoanaerobacterales	186801|Clostridia	K	Fibronectin-binding A domain protein	FbpA	-	-	-	-	-	-	-	-	-	-	-	DUF814,FbpA	COG1293
P7228_RS00005	318167.Sfri_0436	5.29e-87	323.0	COG2304@1|root,COG2931@1|root,COG4254@1|root,COG2304@2|Bacteria,COG2931@2|Bacteria,COG4254@2|Bacteria,1MU7T@1224|Proteobacteria,1RNK8@1236|Gammaproteobacteria,2Q9AA@267890|Shewanellaceae	1236|Gammaproteobacteria	Q	Outer membrane adhesin like proteiin	rtxA	-	-	-	-	-	-	-	-	-	-	-	Cadherin,Cadherin_3,Calx-beta,He_PIG,HemolysinCabind,VWA,VWA_2	COG2304
OZX59_RS08590	1545701.LACWKB10_0023	5.4599999999999995e-81	243.0	COG3444@1|root,COG3444@2|Bacteria,1V6JW@1239|Firmicutes,4HI3V@91061|Bacilli,3F70W@33958|Lactobacillaceae	91061|Bacilli	G	PTS system sorbose subfamily IIB component	-	-	-	ko:K19507	ko02060,map02060	M00764	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.6.1.19	-	-	PTSIIB_sorb	COG3444
PGRAT_RS16960	189425.PGRAT_17800	7.51e-116	332.0	COG0521@1|root,COG0521@2|Bacteria,1V3XM@1239|Firmicutes,4HH5V@91061|Bacilli,26VDH@186822|Paenibacillaceae	91061|Bacilli	H	May be involved in the biosynthesis of molybdopterin	moaB	-	2.7.7.75	ko:K03638	ko00790,ko01100,map00790,map01100	-	R09726	RC00002	ko00000,ko00001,ko01000	-	-	-	MoCF_biosynth	COG0521
CLI64_RS31460	1288494.EBAPG3_3000	5.99e-23	103.0	2EFX2@1|root,339PA@2|Bacteria,1NGKD@1224|Proteobacteria,2VY14@28216|Betaproteobacteria,374HM@32003|Nitrosomonadales	28216|Betaproteobacteria	S	PEP-CTERM motif	-	-	-	-	-	-	-	-	-	-	-	-	VPEP	-
CLI64_RS18995	28072.Nos7524_2713	1.5500000000000001e-86	257.0	2E69P@1|root,32SW5@2|Bacteria,1G8H8@1117|Cyanobacteria,1HU5M@1161|Nostocales	1117|Cyanobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
B5M44_RS26415	1040983.AXAE01000018_gene5953	8.35e-179	529.0	COG0507@1|root,COG0515@1|root,COG1112@1|root,COG0507@2|Bacteria,COG0515@2|Bacteria,COG1112@2|Bacteria,1MWW9@1224|Proteobacteria,2TTJ9@28211|Alphaproteobacteria	28211|Alphaproteobacteria	L	AAA domain	-	-	-	-	-	-	-	-	-	-	-	-	AAA_11,AAA_12	COG0507
HEP84_RS05685	68260.JOAY01000012_gene2888	1.02e-286	798.0	COG0484@1|root,COG0484@2|Bacteria,2GIXJ@201174|Actinobacteria	201174|Actinobacteria	O	Replication initiator protein	-	-	-	-	-	-	-	-	-	-	-	-	-	COG0484
BLQ34_RS01510	1385518.N798_16445	2.02e-84	251.0	COG0346@1|root,COG0346@2|Bacteria,2IIPR@201174|Actinobacteria,4FGBB@85021|Intrasporangiaceae	201174|Actinobacteria	E	methylmalonyl-CoA epimerase	mce	-	5.1.99.1	ko:K05606	ko00280,ko00630,ko00640,ko00720,ko01100,ko01120,ko01200,map00280,map00630,map00640,map00720,map01100,map01120,map01200	M00373,M00375,M00376,M00741	R02765,R09979	RC00780,RC02739	ko00000,ko00001,ko00002,ko01000	-	-	-	Glyoxalase_4	COG0346
J0917_RS03470	1157632.AQWQ01000001_gene5544	7.64e-253	696.0	COG1960@1|root,COG1960@2|Bacteria,2GIX8@201174|Actinobacteria	201174|Actinobacteria	I	acyl-CoA dehydrogenase	fadE9	-	-	-	-	-	-	-	-	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N	COG1960
BC742_RS02165	1349822.NSB1T_04600	0.0	1597.0	COG1193@1|root,COG1193@2|Bacteria,4NFE6@976|Bacteroidetes,2FMKP@200643|Bacteroidia,22X9R@171551|Porphyromonadaceae	976|Bacteroidetes	L	Endonuclease that is involved in the suppression of homologous recombination and may therefore have a key role in the control of bacterial genetic diversity	mutS2	-	-	ko:K07456	ko03430,map03430	-	-	-	ko00000,ko00001,ko03400	-	-	-	MutS_V,Smr	COG1193
RhiXN_10577	984962.XP_009544638.1	3.86e-196	559.0	COG2140@1|root,2QQ0P@2759|Eukaryota,39K8V@33154|Opisthokonta,3NUDY@4751|Fungi,3UZ13@5204|Basidiomycota,225BF@155619|Agaricomycetes,3H3S8@355688|Agaricomycetes incertae sedis	4751|Fungi	G	Oxalate Decarboxylase	-	-	-	-	-	-	-	-	-	-	-	-	Cupin_1	COG2140
I532_RS11555	1444309.JAQG01000051_gene3004	1.2900000000000001e-117	357.0	COG0457@1|root,COG0457@2|Bacteria,1VAR9@1239|Firmicutes,4ITCB@91061|Bacilli,26UP3@186822|Paenibacillaceae	91061|Bacilli	S	Copper amine oxidase N-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	Cu_amine_oxidN1	COG0457
TR33_RS01135	1205910.B005_3926	9.73e-113	323.0	COG1720@1|root,COG1720@2|Bacteria,2IKKT@201174|Actinobacteria,4EJX7@85012|Streptosporangiales	201174|Actinobacteria	S	Uncharacterised protein family UPF0066	-	-	-	-	-	-	-	-	-	-	-	-	UPF0066	COG1720
LXB15_RS00845	314231.FP2506_18054	1.01e-147	425.0	COG0834@1|root,COG0834@2|Bacteria,1MWWZ@1224|Proteobacteria,2TU2F@28211|Alphaproteobacteria	28211|Alphaproteobacteria	ET	Extracellular solute-binding protein, family 3	MA20_34480	-	-	-	-	-	-	-	-	-	-	-	SBP_bac_3	COG0834
LXB15_RS17145	1121028.ARQE01000003_gene747	1.46e-287	804.0	COG4166@1|root,COG4166@2|Bacteria,1MUVU@1224|Proteobacteria,2TQJX@28211|Alphaproteobacteria,2PKEV@255475|Aurantimonadaceae	28211|Alphaproteobacteria	E	Bacterial extracellular solute-binding proteins, family 5 Middle	yejA	-	-	ko:K13893	ko02010,map02010	M00349	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5.21,3.A.1.5.24	-	-	SBP_bac_5	COG4166
BALOs_RS00005	1201290.M902_1516	7.8e-244	687.0	COG0593@1|root,COG0593@2|Bacteria,1MU5H@1224|Proteobacteria,42MA0@68525|delta/epsilon subdivisions,2MSVX@213481|Bdellovibrionales,2WJAT@28221|Deltaproteobacteria	213481|Bdellovibrionales	L	it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids	dnaA	GO:0003674,GO:0003676,GO:0003677,GO:0003688,GO:0003690,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006270,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0034641,GO:0034645,GO:0043170,GO:0043565,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901576,GO:1990837	-	ko:K02313	ko02020,ko04112,map02020,map04112	-	-	-	ko00000,ko00001,ko03032,ko03036	-	-	-	Bac_DnaA,Bac_DnaA_C,DnaA_N	COG0593
BALOs_RS08455	1201290.M902_3181	5.25e-106	322.0	COG0617@1|root,COG0617@2|Bacteria,1MVCS@1224|Proteobacteria,42QKZ@68525|delta/epsilon subdivisions,2MTPD@213481|Bdellovibrionales,2WJ74@28221|Deltaproteobacteria	213481|Bdellovibrionales	H	Adds poly(A) tail to the 3' end of many RNAs, which usually targets these RNAs for decay. Plays a significant role in the global control of gene expression, through influencing the rate of transcript degradation, and in the general RNA quality control	pcnB	-	2.7.7.19,2.7.7.72	ko:K00970,ko:K00974	ko03013,ko03018,map03013,map03018	-	R09382,R09383,R09384,R09386	RC00078	ko00000,ko00001,ko01000,ko03016,ko03019	-	-	-	PolyA_pol,PolyA_pol_RNAbd,PolyA_pol_arg_C	COG0617
QNH29_RS00300	1408303.JNJJ01000002_gene3977	5.64e-162	459.0	COG0395@1|root,COG0395@2|Bacteria,1TPRG@1239|Firmicutes,4HASN@91061|Bacilli,1ZCHK@1386|Bacillus	91061|Bacilli	G	Binding-protein-dependent transport system inner membrane component	yurM7	-	-	ko:K10119	ko02010,map02010	M00196	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1.28	-	-	BPD_transp_1	COG0395
QNH29_RS02130	1117379.BABA_14157	4.86e-314	860.0	COG1488@1|root,COG1488@2|Bacteria,1TPDW@1239|Firmicutes,4HAI4@91061|Bacilli,1ZCGY@1386|Bacillus	91061|Bacilli	H	Catalyzes the synthesis of beta-nicotinate D- ribonucleotide from nicotinate and 5-phospho-D-ribose 1-phosphate at the expense of ATP	pncB	-	6.3.4.21	ko:K00763	ko00760,ko01100,map00760,map01100	-	R01724	RC00033	ko00000,ko00001,ko01000	-	-	iYO844.BSU31750	NAPRTase	COG1488
Mal4_RS22010	1123242.JH636434_gene4628	0.0	1339.0	2CCVA@1|root,2Z8KZ@2|Bacteria,2IXYN@203682|Planctomycetes	203682|Planctomycetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YWG_RS0108675	1111732.AZOD01000038_gene367	1.85e-207	574.0	COG0583@1|root,COG0583@2|Bacteria,1N8HZ@1224|Proteobacteria,1S5N3@1236|Gammaproteobacteria,1XB5J@135614|Xanthomonadales	135614|Xanthomonadales	K	LysR substrate binding domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate	COG0583
TSH58p_RS34185	414684.RC1_0135	5.49e-31	110.0	COG1923@1|root,COG1923@2|Bacteria,1MZM1@1224|Proteobacteria,2UBTW@28211|Alphaproteobacteria,2JTD7@204441|Rhodospirillales	204441|Rhodospirillales	J	RNA chaperone that binds small regulatory RNA (sRNAs) and mRNAs to facilitate mRNA translational regulation in response to envelope stress, environmental stress and changes in metabolite concentrations. Also binds with high specificity to tRNAs	hfq	-	-	ko:K03666	ko02024,ko03018,ko05111,map02024,map03018,map05111	-	-	-	ko00000,ko00001,ko03019,ko03036	-	-	-	Hfq	COG1923
BJP38_RS00915	1173264.KI913949_gene462	1.07e-15	91.3	COG2319@1|root,COG2319@2|Bacteria,1FZVW@1117|Cyanobacteria,1H7HR@1150|Oscillatoriales	1117|Cyanobacteria	S	WD domain, G-beta repeat	-	-	-	-	-	-	-	-	-	-	-	-	PD40,SpoIIE,TIR_2,WD40	COG2319
